Authors;Title;Abstract;Author Keywords;Index Keywords;Source Title;Document Type;Publisher;DOI;ISSN;ISBN;Book Authors;Group Authors;Book Group Authors;Book Editors;Book Series Title;Book Series Subtitle;Volume;Issue;Special Issue;Start Page;End Page;Book DOI;Early Access Date;Publication Date;Publication Year;Times Cited, All Databases;180 Day Usage Count;Since 2013 Usage Count;Indexed Date;Cited by;Link;PubMed ID;SJR_Q;JCR_Q;SJR_found;JCR_found
"Hamamra, B.; Mayaleh, A.; Khlaif, Z.N.";Between tech and text: the use of generative AI in Palestinian universities - a ChatGPT case study;This article, drawing on essays written by students with the assistance of ChatGPT and interviews with some students who used this learning machine, highlights a shift in the educational landscape brought about by this technology. In broader terms, Palestinian universities follow the traditional methods of teaching based on memorization and rote learning. These conventional teaching strategies are in stark contrast to the manner in which students engage with topics when utilizing ChatGPT. However, the use of ChatGPT has led to a noticeable declining participation in classes, increased absences, and a diminished enthusiasm for examinations—a stark departure from the value they previously placed on them. These patterns suggest that the introduction of ChatGPT is shaping a paradigm shift in education, leading us to question and reevaluate the efficacy and relevance of traditional teaching methods in today’s digitized world and the importance of different means of teaching and evaluation rather than essay writing. © 2024 Elsevier B.V., All rights reserved.;"ChatGPT; Language & Linguistics; Language Teaching & Learning; Literature; literature; plagiarism; prompts; Sammy King Fai Hui, The Education University of Hong Kong, Hong Kong; Turinitin; writing";;Cogent Education;Article;Taylor and Francis Ltd.;10.1080/2331186X.2024.2380622;2331186X;;;;;;;;11;1;;;;;;;;;;;;23;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199148161&doi=10.1080%2F2331186X.2024.2380622&partnerID=40&md5=0e3684d3f9f55f2092f097c4a589b6a2;;Q2;Q2;True;True
"Werdiningsih, Indah; Marzuki, Inda; Indrawati, Inda; Rusdin, Diyenti; Ivone, Francisca Maria; Basthomi, Yazid; Zulfahreza; Werdiningsih, I.; Marzuki; Indrawati, I.; Rusdin, D.; Ivone, F.M.; Basthomi, Y.";Revolutionizing EFL writing: unveiling the strategic use of ChatGPT by Indonesian master’s students;"The primary aim of this study is to delve into the experiences of postgraduate EFL students in using ChatGPT and to uncover the strategic approaches they implement throughout their writing process. This qualitative case study research design engages 16 Master's degree students from four different universities in Indonesia, each with varying levels of English proficiency. Findings indicate a positive reception of ChatGPT among EFL students, who note its versatility in improving vocabulary, grammar, idea generation, essay structuring, and language refinement. Students utilize a range of strategies in their interactions with ChatGPT, including critical evaluation, peer consultation, and the use of primary research sources, which demonstrates its adaptability as an educational resource. These findings suggest that ChatGPT could revolutionize EFL instruction by serving as an adaptable cognitive tool that aligns with diverse pedagogical models and cognitive development stages. Its capabilities support educational theories such as Scaffolded Writing, Distributed Cognition, and Cognitive Flexibility Theory, which enhance students' self-efficacy and academic success. However, the study's reliance on self-reported data and its limited sample size are notable limitations, potentially impacting the generalizability of the results. The study recommends that future research with a broader, more diverse sample and a mixed-methods framework could provide deeper insights into the effectiveness of ChatGPT in EFL contexts and its potential to augment students' writing competencies.; The primary aim of this study is to delve into the experiences of postgraduate EFL students in using ChatGPT and to uncover the strategic approaches they implement throughout their writing process. This qualitative case study research design engages 16 Master’s degree students from four different universities in Indonesia, each with varying levels of English proficiency. Findings indicate a positive reception of ChatGPT among EFL students, who note its versatility in improving vocabulary, grammar, idea generation, essay structuring, and language refinement. Students utilize a range of strategies in their interactions with ChatGPT, including critical evaluation, peer consultation, and the use of primary research sources, which demonstrates its adaptability as an educational resource. These findings suggest that ChatGPT could revolutionize EFL instruction by serving as an adaptable cognitive tool that aligns with diverse pedagogical models and cognitive development stages. Its capabilities support educational theories such as Scaffolded Writing, Distributed Cognition, and Cognitive Flexibility Theory, which enhance students’ self-efficacy and academic success. However, the study’s reliance on self-reported data and its limited sample size are notable limitations, potentially impacting the generalizability of the results. The study recommends that future research with a broader, more diverse sample and a mixed-methods framework could provide deeper insights into the effectiveness of ChatGPT in EFL contexts and its potential to augment students’ writing competencies. © 2024 Elsevier B.V., All rights reserved.";"Adult Education and Lifelong Learning; ChatGPT in academic writing; Classroom Practice; educational technology; EFL strategies; EFL students’ experiences; Higher Education; ICT; Information & Communication Technology (ICT); pedagogical models; Teachers & Teacher Education";;Cogent Education;Article;Taylor and Francis Ltd.;10.1080/2331186X.2024.2399431;"2331-186X; 2331186X";;;;;;;;11;1;;;;;;DEC 31 2024;2024;5;12;50;2024-09-14;10;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204304782&doi=10.1080%2F2331186X.2024.2399431&partnerID=40&md5=5495ffb426591a09193b6714daefacaf;;Q2;Q2;True;True
"Polakova, Petra; Ivenz, Petra; Poláková, P.; Ivenz, P.";The impact of ChatGPT feedback on the development of EFL students’ writing skills;"This study investigates the effectiveness of ChatGPT feedback in enhancing the writing skills of Gen Z students, who constitute a significant portion of today's global population. Utilizing a mixed-methods approach, the research explores both quantitative and qualitative aspects of students' interactions with ChatGPT in the context of foreign language education. A quasi-experimental design was employed, involving 110 university students learning English as a Foreign Language (EFL). Through pre-tests, post-tests, questionnaires, and focus group interviews, the impact of ChatGPT feedback on students' writing proficiency was evaluated. Quantitative analysis revealed significant improvements in various aspects of writing, including conciseness, grammar, inclusion of key information, and the use of passive voice, following ChatGPT feedback. Qualitative insights from focus group interviews corroborated these findings, with students expressing positive perceptions of ChatGPT's role in enhancing their writing skills. Overall, the study demonstrates the potential of ChatGPT as an innovative educational tool for fostering writing proficiency among Gen Z students. The findings underscore the importance of integrating AI-driven technologies into language learning processes to meet the evolving needs of contemporary learners.; This study investigates the effectiveness of ChatGPT feedback in enhancing the writing skills of Gen Z students, who constitute a significant portion of today’s global population. Utilizing a mixed-methods approach, the research explores both quantitative and qualitative aspects of students’ interactions with ChatGPT in the context of foreign language education. A quasi-experimental design was employed, involving 110 university students learning English as a Foreign Language (EFL). Through pre-tests, post-tests, questionnaires, and focus group interviews, the impact of ChatGPT feedback on students’ writing proficiency was evaluated. Quantitative analysis revealed significant improvements in various aspects of writing, including conciseness, grammar, inclusion of key information, and the use of passive voice, following ChatGPT feedback. Qualitative insights from focus group interviews corroborated these findings, with students expressing positive perceptions of ChatGPT's role in enhancing their writing skills. Overall, the study demonstrates the potential of ChatGPT as an innovative educational tool for fostering writing proficiency among Gen Z students. The findings underscore the importance of integrating AI-driven technologies into language learning processes to meet the evolving needs of contemporary learners. © 2024 Elsevier B.V., All rights reserved.";"ChatGPT; Classroom Practice; EFL; Gen Z; Higher Education; Language Teaching & Learning; Open & Distance Education and eLearning; writing assistance tool; writing skills";;Cogent Education;Article;Taylor and Francis Ltd.;10.1080/2331186X.2024.2410101;"2331-186X; 2331186X";;;;;;;;11;1;;;;;;DEC 31 2024;2024;14;42;142;2024-10-10;22;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85205978079&doi=10.1080%2F2331186X.2024.2410101&partnerID=40&md5=5764aee8a0921259a9114a24919f6b41;;Q2;Q2;True;True
Alghasab, M.B.;English as a foreign language (EFL) secondary school students’ use of artificial intelligent (AI) tools for developing writing skills: unveiling practices and perceptions;Artificial intelligence (AI) presents innovative opportunities to improve English language learning skills. However, little is currently known about K12 students’ practices and views regarding the use of AI writing tools for developing their writing skills. Therefore, this study explores students' practices and perceptions using a mixed methods approach with 69 students completing a questionnaire and 35 of them participating in semi-structured interviews. The findings reveal that the students have a high level of familiarity with some AI writing tools, including Grammarly, ChatGPT, and Google Translate, but a low level of familiarity with other AI writing tools. From a sociocultural perspective, these AI writing tools mediate the multiple stages of the writing process and provide scaffolding for the students to generate ideas, enrich their vocabulary knowledge, and enhance the accuracy of their text. The findings also indicate that while the students acknowledge the potential benefits of using AI writing tools, they also express uncertainty regarding the long-term impact of AI writing tool usage on the development of their independent writing skills. The study provides practical implications for secondary school teachers regarding the ways in which AI writing tools can be integrated into the conventional writing classroom. © 2025 Elsevier B.V., All rights reserved.;"Artificial intelligence (AI); English as a foreign language (EFL); K12 education; Language & Linguistics; Language Teaching & Learning; Secondary Education; sociocultural theory (SCT); writing skills";;Cogent Education;Article;Taylor and Francis Ltd.;10.1080/2331186X.2025.2505304;2331186X;;;;;;;;12;1;;;;;;;;;;;;0;https://www.scopus.com/inward/record.uri?eid=2-s2.0-105005574421&doi=10.1080%2F2331186X.2025.2505304&partnerID=40&md5=2b68eafaa6c156ea64d247ec483988a3;;Q2;Q2;True;True
"Alkhateeb, A.; Hezam, A.M.M.; Almuraikhi, A.A.";Assessing the use of AI tools for EFL exam preparation at Saudi universities: efficiency, benefits, and challenges;This study examines EFL teachers’ adoption of AI tools in exam preparation practices in Saudi universities. Employing the TPACK and UTAUT models, the research explores AI applications, perceived advantages, and encountered challenges. Sixty-one EFL teachers from two universities in Saudi Arabia participated in this study via an online survey. Premised on two relevant theoretical frameworks to examine EFL teachers’ use of AI in exam writing, the scope of the study was limited to the efficiency, benefits, and challenges educators may experience during exam preparation. The findings ascertained that AI tools such as ChatGPT, Quizbot, Quizlet, ExamSoft, GEMINI, and Gemini AI were commonly used for exam preparation. The findings ascertained that ChatGPT emerged as a popular instrument for creating questions showing alignment with TPACK through blended technological, pedagogical, and content knowledge. The findings also revealed that AI use centered on lower-order questioning like multiple-choice/true-false, offering efficiency gains. Greater efficiency and more significant time-savings were also reported. Emerged challenges were effort expectancy resulting from customization obstacles to meeting curriculum standards, prompting inaccuracies, lack of institutional training, and limitations in alignment with learning outcomes. Therefore, findings underscore balanced reliance on technologies and expertise while ensuring assessments align with learning outcomes. The study also highlighted intrinsic limitations, including the necessity for substantial human oversight over complicated tasks such as essay prompt design, accuracy concerns regarding generated output, and ethical implications involving bias/transparency worries. Recommendations involve strengthened teacher preparation, AI capacity improvements, and ethical guidelines development to steer AI integration judiciously. This contributes meaningfully to evolving research investigating AI roles within evolving evaluative processes, particularly under Vision 2030 in Saudi Arabia. © 2025 Elsevier B.V., All rights reserved.;"AI tools; Artificial Intelligence; Bilingualism / ESL; EFL; exam preparation; Higher Education; Language Teaching & Learning; Saudi Vision 2030; tertiary education";;Cogent Education;Article;Taylor and Francis Ltd.;10.1080/2331186X.2025.2507553;2331186X;;;;;;;;12;1;;;;;;;;;;;;1;https://www.scopus.com/inward/record.uri?eid=2-s2.0-105006536156&doi=10.1080%2F2331186X.2025.2507553&partnerID=40&md5=aa1135db13e949bbee19e6894c62c62d;;Q2;Q2;True;True
"Khan, R.; Qamar, M.T.; Ansari, M.S.; Yasmeen, J.";Enhancing or impairing? Exploring Indian EFL learners’ academic writing narratives with ChatGPT;This study investigates Indian English as a Foreign Language (EFL) learners’ use of ChatGPT for academic writing, focusing on its impact on writing fluency, learner confidence, and cognitive engagement. Employing a qualitative research design, the study utilizes semi-structured interviews with 43 learners who have engaged with ChatGPT consistently for over a year. The research is grounded in Cognitive Load Theory (CLT), the Technology Acceptance Model (TAM), and AI-mediated Informal Digital Learning of English (AI-IDLE), exploring learners' perceptions of the tool’s efficacy, usability, and its potential to promote autonomous learning. Thematic analysis indicates that ChatGPT positively influences writing fluency, enhances learner motivation, and reduces revision-related anxiety. However, concerns regarding over-reliance on AI-generated feedback, the decline in critical thinking, and issues surrounding academic integrity are also raised. The study concludes with recommendations for the responsible integration of ChatGPT into English language pedagogy, emphasizing the importance of structured guidance, AI literacy training, and institutional frameworks to mitigate potential risks and ensure ethical use. These findings provide valuable insights into the evolving role of generative AI in education, particularly within the Indian higher education context, and highlight the need for context-sensitive implementation strategies. © 2025 Elsevier B.V., All rights reserved.;"AI-assisted writing pedagogy; ChatGPT; English as a foreign language (EFL); generative AI in English education; ICT; Language and Linguistics; Language Teaching and Learning; technology acceptance model (TAM)";;Cogent Education;Article;Taylor and Francis Ltd.;10.1080/2331186X.2025.2514329;2331186X;;;;;;;;12;1;;;;;;;;;;;;0;https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010508310&doi=10.1080%2F2331186X.2025.2514329&partnerID=40&md5=cba953741e74350305671dd4aa613c3a;;Q2;Q2;True;True
"Sujannah, W.D.; Suwarso, P.N.; Unsiah, F.";The correlation between ChatGPT use and learning autonomy among ESP students;Nowadays, Artificial intelligence (AI) such as ChatGPT is increasingly being used to support independent English learning. However, there is still limited research examining the extent to which ChatGPT use is related to student learning autonomy level, especially in the context of ESP. Thus, this research aimed to explore the correlation between ChatGPT use for independent English learning and learning autonomy among ESP students. A total of 140 students from various academic majors enrolled in ESP course in one of the universities in Indonesia participated in this study. The data were collected through questionnaires about ChatGPT use for independent English learning and learning autonomy. Subsequently, the data were analyzed using Spearman Rho correlation test using SPSS 29. The finding reveals that there was a medium correlation between the ChatGPT use for independent English learning and learning autonomy among the ESP students, meaning that the higher their learning autonomy, the more often they use ChatGPT to learn English independently. Therefore, it is recommended that English educators guide students in using ChatGPT appropriately according to their learning autonomy level. Further research is also recommended to explore the ChatGPT use using qualitative or mixed-method approaches to enhance our understanding of this phenomenon. © 2025 Elsevier B.V., All rights reserved.;"Adult Education and Lifelong Learning; artificial intelligence; ChatGPT; Educational Technology; ESP; independent English learning; Language & Education; Language & Literacy; Language Teaching & Learning; learning autonomy; Open & Distance Education and eLearning; Teaching & Learning; Teaching & Learning; Technology in Education";;Cogent Education;Article;Taylor and Francis Ltd.;10.1080/2331186X.2025.2517508;2331186X;;;;;;;;12;1;;;;;;;;;;;;0;https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007980881&doi=10.1080%2F2331186X.2025.2517508&partnerID=40&md5=6d25f17872d1233d2933e261ca7c91d6;;Q2;Q2;True;True
Hsu, H.-P.;An autoethnographic study of ESL academic writing with ChatGPT: from psychological insights to the SUPER framework;While the practical benefits of English as a Second Language (ESL) higher education (HE) students’ use of ChatGPT for academic writing have been explored, psychological factors remain under-investigated. This autoethnographic study examines how ESL HE students use ChatGPT to address psychological challenges in academic writing. Guided by Maslow’s hierarchy of needs and the concept of Escapism, this study provides a critical reflection on the author’s lived experience of academic writing challenges, first encountered during doctoral studies in the United States and continuing into an assistant professorship in Ireland. Data sources include a personal diary, work logs, notes from academic writing classes, and track-changed drafts annotated by writing tutors and editors. These materials were analysed using reflective thematic analysis to interpret the author’s experiences. Findings indicate that ChatGPT helps fulfil physiological and safety needs, fosters belonging, enhances self-esteem, and supports self-actualisation. Despite providing temporary psychological relief from writing challenges, concerns persist about overreliance and potential breaches of academic integrity. The study proposes a user-friendly SUPER framework comprising five interconnected principles to guide ESL HE students and general writers in ethically and effectively using ChatGPT. Researchers and practitioners are recommended to share, validate, and refine this framework. © 2025 Elsevier B.V., All rights reserved.;"Applied Linguistics; Autoethnography; ChatGPT; Digital Learning; Education - Social Sciences; Educational Technology; English as a second language; escapism; generative artificial intelligence; hierarchy of needs theory; Language Education; Teaching & Learning - Education; Theories of Learning";;Cogent Education;Article;Taylor and Francis Ltd.;10.1080/2331186X.2025.2543113;2331186X;;;;;;;;12;1;;;;;;;;;;;;0;https://www.scopus.com/inward/record.uri?eid=2-s2.0-105014176891&doi=10.1080%2F2331186X.2025.2543113&partnerID=40&md5=2d83fdf67006335ce2673746bd1f21b9;;Q2;Q2;True;True
"Xu, S.; Lo, C.K.; Ling, M.H.; Chen, G.";Leveraging generative AI in a 3D scenario-based game for vocabulary acquisition and conversation practice: Insights from primary EFL educators through the technology acceptance model;The use of virtual games can provide immersive learning experiences. Advances in generative artificial intelligence (AI) constitute potential of these games for personalised learning. However, many current virtual games have not integrated AI, limiting their benefits. This study addresses this gap by developing a 3D scenario-based game that leverages generative AI for vocabulary acquisition and conversation practice. To evaluate the game, we established a user panel of English as foreign language (EFL) educators, comprising one university English teacher educator and 13 primary school English teachers. To evaluate the generative AI-supported character’s performance in the game, we analysed user-AI dialogue using a multiple linear regression model and visual learning analytics. The participants then evaluated the game through the Technology Acceptance Model. The findings from user-AI dialogue analysis revealed areas for improvement related to the consistency of our generative AI-supported character’s output. Nevertheless, survey results showed the participants’ positive acceptance of the game. The findings from one-to-one evaluations further indicated its potential to support vocabulary acquisition and enhance conversation skills. Finally, the participants recommended additional functionalities, such as audio recording and AI speech generation. This study provides valuable insights into teachers’ needs for generative AI-supported 3D scenario-based games, informing their future development. © 2025 Elsevier B.V., All rights reserved.;"3D scenario-based game; conversation practice; generative AI; Technology Acceptance Model; vocabulary acquisition";;Cogent Education;Article;Taylor and Francis Ltd.;10.1080/2331186X.2025.2560059;2331186X;;;;;;;;12;1;;;;;;;;;;;;0;https://www.scopus.com/inward/record.uri?eid=2-s2.0-105017062076&doi=10.1080%2F2331186X.2025.2560059&partnerID=40&md5=c86d8736632793255038673db283d894;;Q2;Q2;True;True
"Aryadoust, Vahid; Aryadoust, V.";Topic and Accent Coverage in a Commercialized L2 Listening Test: Implications for Test-takers’ Identity;"I analyzed a corpus of the international English language testing system (IELTS) comprising 256 listening sections (1996-2021). The primary objective of the study was to gain insights into the assumptions made by test designers regarding the real-life contexts that test-takers will encounter. Overall, 15 superordinate topic areas and 300 subtopics were identified in the corpus. There was relatively more diversity in topic coverage before 2000. However, the test did not incorporate texts that would address sociocultural matters related to local or international contexts. Additionally, English-as-L2 accents were virtually unrepresented with only three samples from 514 speakers, potentially suggesting a racialized perspective on the listening construct. I argue that it is possible that this way of testing promotes and normalizes test designers' ideologies, while overlooking the importance of the diversity of domains that test-takers will encounter in daily life. I discuss the potential construction of test-takers' identity through exposure to these topics and suggest that test designers may consider reevaluating topic and accent coverage in the test to improve fairness and equity in the test. Finally, I provide ideas on how the use of generative artificial intelligence (AI) can enhance quality of language assessments.; I analyzed a corpus of the international English language testing system (IELTS) comprising 256 listening sections (1996–2021). The primary objective of the study was to gain insights into the assumptions made by test designers regarding the real-life contexts that test-takers will encounter. Overall, 15 superordinate topic areas and 300 subtopics were identified in the corpus. There was relatively more diversity in topic coverage before 2000. However, the test did not incorporate texts that would address sociocultural matters related to local or international contexts. Additionally, English-as-L2 accents were virtually unrepresented with only three samples from 514 speakers, potentially suggesting a racialized perspective on the listening construct. I argue that it is possible that this way of testing promotes and normalizes test designers’ ideologies, while overlooking the importance of the diversity of domains that test-takers will encounter in daily life. I discuss the potential construction of test-takers’ identity through exposure to these topics and suggest that test designers may consider reevaluating topic and accent coverage in the test to improve fairness and equity in the test. Finally, I provide ideas on how the use of generative artificial intelligence (AI) can enhance quality of language assessments. © 2024 Elsevier B.V., All rights reserved.";;;Applied Linguistics;Article;Oxford University Press;10.1093/applin/amad062;"0142-6001; 01426001; 1477450X; 1477-450X";;;;;;;;45;5;;765;785;;SEP 2023;SEP 22 2023;2023;8;5;49;2023-09-29;11;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182603709&doi=10.1093%2Fapplin%2Famad062&partnerID=40&md5=4170d38f09fddac8a7bcda63708a2e9f;;Q1;Q1;True;True
"Tan, Xiao; Wang, Chaoran; Xu, Wei";To disclose or not to disclose: Exploring the risk of being transparent about GenAI use in second language writing;With the increasingly popular use of generative artificial intelligence (GenAI) tools in writing, a common policy regarding GenAI use requires students to self-disclose such use in writing. However, many students, especially second language (L2) writers, are concerned that disclosing GenAI use might negatively impact how teachers evaluate their work. This study, therefore, intends to investigate the potential impact of GenAI disclosure on L2 writing assessment. This study employs a mixed-method design to measure the statistical differences between grades received under different disclosure conditions and explore potential reasons for discrepancies. The quantitative analysis shows that teachers tend to score the essays lower when they are informed that GenAI tools are involved in the writing process. The interview data suggest that teachers might make assumptions about the student author's writing ability and GenAI's influence on writing, with some participants acknowledging their bias against GenAI use in writing. The study lends empirical evidence to the concern about GenAI disclosure and provides suggestions for improving mutual trust between teachers and students and rethinking L2 writing assessment in the age of GenAI.;;;APPLIED LINGUISTICS;"Article; Early Access";;10.1093/applin/amae092;"0142-6001; 1477-450X";;;;;;;;;;;;;;JAN 2025;;2025;10;31;55;2025-01-13;;;;Q1;Q1;True;True
"Zare, Javad; Ranjbaran Madiseh, Fatemeh; Derakhshan, Ali";Generative AI and English essay writing: exploring the role of ChatGPT in enhancing learners' task engagement;Despite the growing use of artificial intelligence (AI) in L2 education, limited research has explored its impact on learners' task engagement, specifically in writing tasks. This study explored the role of using generative AI-based tools, namely ChatGPT, in influencing 60 undergraduate learners' engagement in English argumentative essay writing within an English as a Foreign Language (EFL) context over a 2-month instructional period. Using a mixed-methods experimental design, the study analyzed quantitative data from control and experimental groups alongside qualitative insights from participant interviews. Findings revealed that learners using ChatGPT demonstrated significantly higher engagement levels during English essay writing tasks. Qualitative analysis pointed to several themes, including increased motivation, reduced anxiety, enhanced interest, partnership, personalized feedback, and perceived competence. Overall, the findings suggest that ChatGPT can be an effective instructional tool for enhancing learners' engagement in writing English essays. While ChatGPT fosters engagement, the study underscores the need for balanced AI integration to support independent critical thinking. These findings offer insights for L2 educators, curriculum designers, and policymakers.;;;APPLIED LINGUISTICS;"Article; Early Access";;10.1093/applin/amaf045;"0142-6001; 1477-450X";;;;;;;;;;;;;;JUL 2025;;2025;5;91;91;2025-07-13;;;;Q1;Q1;True;True
"Wang, Chaoran; Xu, Wei; Tan, Xiao";Advanced multi-lingual writers' self-directed use of generative AI in academic writing: Rethinking writing, authorship, and learning;This study explores the self-directed use of Generative AI (GenAI) in academic writing among advanced L2/multi-lingual English writers, challenging the assumption that GenAI undermines meaningful learning. Through case studies, we investigate how three (post)doctoral writers engage with GenAI to address specific L2 writing challenges. The findings revealed a spectrum of approaches to GenAI, ranging from prescriptive to dialogic uses, with participants positioning AI as a tool versus an interactive participant in their meaning-making process, reflecting different views of AI as a mechanical system, social construct, or distributed agency. We highlight the ways AI disrupts traditional notions of authorship, text, and learning, showing how a post-structuralist lens allows us to transcend human-AI, writing-technology, and learning-bypassing binaries in our existing discourses on AI. This shifting view allows us to deconstruct and reconstruct AI's multi-faceted possibilities in writers' literacy practices. We also call for more nuanced ethical considerations to avoid stigmatizing multi-lingual writers' use of GenAI and to foster writerly virtues that reposition our relationship with AI technology.;;;APPLIED LINGUISTICS;"Article; Early Access";;10.1093/applin/amaf057;"0142-6001; 1477-450X";;;;;;;;;;;;;;SEP 2025;;2025;0;6;6;2025-09-26;;;;Q1;Q1;True;True
"Chang, R.; Luo, L.; Shen, C.; Zhang, W.; Duan, X.";Using 18F-FDG PET/CT to predict programmed cell death ligand expression in non-small cell lung cancer via metabolic tumour heterogeneity;Objectives: The purpose of this study is to evaluate the effectiveness of using 18F-FDG PET/CT metabolic heterogeneity to assess the programmed cell death ligand (PD-L1) expression in primary tumours. Methods: Data from 103 non-small cell lung cancer (NSCLC) patients undergoing 18F-FDG PET/CT were collected. PD-L1 expression was verified via biopsy or surgical specimens. The coefficient of variation (COV) assessed metabolic heterogeneity of the primary tumour. ROC curves evaluated the predictive potential of metabolic metrics and defined thresholds. Logistic regression examined predictors of PD-L1 expression. Results: The study included 103 patients (mean age: 63.65 ± 9.28 years), of whom 60 were male. Sixty-four patients had positive PD-L1 expression, while 39 had negative PD-L1 expression. COV was significantly higher in the PD-L1-positive group (Z ¼ −2.529, P ¼ 0.011), while no significant differences were noted in other parameters between the groups (P > 0.05 for all). The optimal cut-off value was proposed as 28.9, with sensitivity and specificity of 46.9% (34.3%-59.8%) and 82.1% (66.5%-92.5%), respectively (AUC: 0.649 (0.549, 0.741)) which can more effectively identify PD-L1-negative patients. Other metabolic parameters are less effective than COV (AUC< 0.6). In addition, COV-defined metabolic heterogeneity outperformed other metabolic parameters in predicting PD-L1 expression (P ¼ 0.049) and emerged as an independent predictor. Conclusion: Metabolic heterogeneity, described by the COV of the primary lesion, is a marker for predicting PD-L1 expression in NSCLC patients. Therefore, the COV of the primary tumour may complement conventional imaging in providing immunohistochemical information before biopsy. Advances in knowledge: COV of the primary tumour can predict PD-L1 expression, potentially complementing conventional imaging for immunohistochemical information prior to biopsy. © 2025 Elsevier B.V., All rights reserved.;"metabolic heterogeneity; non-small cell lung cancer; PD-L1 expression; positron emission tomography/computed tomography";"fluorodeoxyglucose f 18; programmed death 1 ligand 1; CD274 protein, human; radiopharmaceutical agent; adult; Article; cancer patient; cancer prognosis; female; human; human tissue; immunofluorescence; immunohistochemistry; major clinical study; male; metabolic parameters; non small cell lung cancer; positron emission tomography-computed tomography; predictive value; primary tumor; protein expression; retrospective study; sensitivity and specificity; tumor metabolism; aged; diagnostic imaging; lung tumor; metabolism; middle aged; pathology; procedures; Aged; B7-H1 Antigen; Carcinoma, Non-Small-Cell Lung; Female; Fluorodeoxyglucose F18; Humans; Lung Neoplasms; Male; Middle Aged; Positron Emission Tomography Computed Tomography; Predictive Value of Tests; Radiopharmaceuticals; Retrospective Studies; Sensitivity and Specificity";British Journal of Radiology;Article;Oxford University Press;10.1093/bjr/tqaf034;"00071285; 1748880X";;;;;;;;98;1169;;;;;;;;;;;;0;https://www.scopus.com/inward/record.uri?eid=2-s2.0-105003116512&doi=10.1093%2Fbjr%2Ftqaf034&partnerID=40&md5=5a86a8821f911826bedc3878d274e329;39977367;Q1;Q1;True;True
